name,text
Don,"So, if there was knowingly &amp; acknowledged to be “zero” crime when the Special Counsel was appointed, and if the appointment was made based on the Fake Dossier (paid for by Crooked Hillary) and now disgraced Andrew McCabe (he &amp; all stated no crime), then the Special Counsel......."
Barry,LIVE: President Obama is speaking at the White House screening of @Vice's documentary on criminal justice reform. http://t.co/yeB7SdvFL4
Barry,"DEADLINE: There's a lot at stake in the weeks ahead, and your donation will help this fight for change. http://t.co/nIgOSCRFB4"
Don,Chris Wallace during his interview at the White House with President Trump. Check your local listings to watch this Sunday #FNS #FoxNews #WhiteHouse https://t.co/5AdrodG25N
Don,"Despite the unnecessary and destructive actions taken by the Fed, the Economy is looking very strong, the China and USMCA deals are moving along nicely, there is little or no Inflation, and USA optimism is very high!"
Don,Russiagate was designed in part to help the UK counter Russian influence by baiting the United States into taking a hard line against them. Leaves us all with a more dangerous world as a consequence. Just another episode of the Great Game. https://t.co/qYpuzvmSy8
Hillary,"If Brett Kavanaugh becomes a Supreme Court justice, will he help gut or overturn Roe v. Wade, which legalized abortion in America? Yes, of course he will."
Hillary,7. To what extent would your foreign policy be dictated by potential financial benefits for your business partners? https://t.co/4Nd9KSdTfi
Hillary,"You go girl! This is important; costs will go up, &amp; powerful companies will get more powerful. We can’t let it slip through the cracks. https://t.co/js4agpzKeS"
Hillary,"""Read up on your history. It matters. We've got to get people to vote."" —@POTUS: https://t.co/tTgeqy51PU https://t.co/GyveEjARku"
Hillary,YES! https://t.co/uFpYfOMuXn
Don,"....going to be there for three months, and that was seven years ago - we never left. When I became President, ISIS was going wild. Now ISIS is largely defeated and other local countries, including Turkey, should be able to easily take care of whatever remains. We’re coming home!"
Don,@realDonaldTrump Our country is making unprecedented progress thanks to the fact that we finally have a president who is keeping his promises and putting America first.
Hillary,Our @OnwardTogether partner organization @latinovictoryus has a plan to resist Trump’s agenda by electing more Latinos. Watch: https://t.co/Id9ssHPX7l
Hillary,"""Are you ready to vote tomorrow, Michigan? Are you ready to help get your friends to vote?” —Hillary https://t.co/jfd3CXLD1s https://t.co/0sw8D2ex3Z"
Don,"“I haven’t seen any Democrats down here at the Border working with us or asking to speak to any of us. They have an open invitation. We are getting overrun, our facilities are overcapacity. We are at an emergency crisis.” Art Del Cueto, National Border Patrol Council."
Hillary,Was a Trump server communicating with a Russian bank? These cyber experts believe so. https://t.co/qwSapCsZqn https://t.co/VksTnSsB44
Barry,"""I'm feeling pretty good about how health care is going."" —President Obama #ACAWorks"
Don,"“National wage growth is at the highest it’s been in nearly 17 months -- and, according to a new study released by Glassdoor, it’s not expected to slow down anytime soon....” https://t.co/G0Ts6yVqF9"
Barry,What are you waiting for? Here's your chance for an Alaskan adventure: https://t.co/zbkKz2l4Bf https://t.co/kVXeqoIziJ
Hillary,"""He lost $1 billion running a casino. Who does that?” —Hillary on Trump: https://t.co/cijmdjCj0t"
Hillary,"In this cycle, Native Americans are scrambling for IDs because of a new voting law that requires them to use identification that lists a street address rather than a P.O. box, which many who live on reservations have used for years. https://t.co/z008t65PIt"
Barry,Heath care open enrollment is here again. Find a plan that's right for you. http://t.co/rQllVWztub
Barry,"To target hopeful young strivers who grew up here is wrong, because they’ve done nothing wrong. My statement: https://t.co/TCxZdld7L4"
Hillary,This election is about whether we’re a country that lifts each other up or tears each other down. https://t.co/tTgeqxNqYm
Hillary,"9 times Donald Trump accused Hillary of doing the terrible things he, himself, actually did: https://t.co/DXlybx7oA5"
Don,"Great job FEMA, First Responders and Law Enforcement - not easy, very dangerous, tremendous talent. America is proud of you. Keep it all going - finish strong!"
Don,"House Republican Vote, 217-185."
Don,"“We’re fighting every day for our factories, our ranchers, our great miners, our farmers, and we are now the largest producer of energy in the entire world.” -@realDonaldTrump"
Don,We have redeployed 750 agents at the Southern Border’s specific Ports of Entry in order to help with the large scale surge of illegal migrants trying to make their way into the United States. This will cause traffic &amp; commercial delays until such time as Mexico is able to use....
Don,"My wonderful daughter, Ivanka, will be interviewed tonight by Steve Hilton on “The Next Revolution.” @FoxNews 9:00 P.M. She works so hard and has achieved so much for the U.S.A.(and gets so little credit!). Then watch Mark Levin at 10:00 P.M., a great show!"
Don,https://t.co/tUDYZrc6w0
Don,"Just landed in Fort Wayne, Indiana for a #MAGARally at the Allen County War Memorial Coliseum. See everyone soon! https://t.co/0pWiwCHGbh"
Don,"Looking for China to open their Markets not only to Financial Services, which they are now doing, but also to our Manufacturing, Farmers and other U.S. businesses and industries. Without this a deal would be unacceptable!"
Hillary,"Most of us learned by elementary school that it’s not OK to insult people’s looks.

Donald calls women fat, ugly, and disgusting."
Barry,Investments in clean energy are boosting the economy—while fighting climate change. #ActOnClimate http://t.co/24j5r1rmAW
Hillary,"Got to practice my snap last night with the best in the business. What a great show and night with Ain't Too Proud, The Life and Times of the Temptations. https://t.co/rA3PJyCyc3"
Barry,LIVE: President Obama is speaking about the re-entry process of formerly incarcerated individuals. https://t.co/2RfSaJJ0hx
Hillary,"""I believe with all my heart that our best days are still ahead of us, if we reach for them together.” —Hillary in Philly"
Barry,"""Nashville has one of the fastest growing immigrant populations in the country ... They are us."" —President Obama #ImmigrationAction"
Hillary,College students: Your generation broke turnout records in the 2018 midterms. We need your voices more than ever! Make them LOUD—apply to the Swing Left College Fellowship: https://t.co/1Hk5ETJMs0
Hillary,FACT: The @ClintonFdn spends 87% on its life changing work: https://t.co/z0zW4Axdbc https://t.co/GtI94aBp4m
Don,"Do you think it’s just luck that gas prices are so low, and falling? Low gas prices are like another Tax Cut!"
Hillary,"On this day, we don't remember the destruction of Pearl Harbor. We remember the selflessness Americans showed that day as they risked themselves to save their fellow servicemembers, and we remember the resilience that followed. To all who served and sacrificed, thank you."
Hillary,Exclusive: Hillary Clinton is releasing a tell-all book about the election called 'What Happened' https://t.co/9GMNBV3L6Y
Barry,"And @SeforaKodjo is helping the next generation of women leaders in Africa rise up. Her organization is training and mentoring young women across the continent to adopt a new model of leadership, one that puts gender equality at the heart of economic development. https://t.co/cRb4EKcrvv"
Don,".....who is being totally protected by his best friend, Bob Mueller, &amp; the 13 Angry Democrats - leaking machines who have NO interest in going after the Real Collusion (and much more) by Crooked Hillary Clinton, her Campaign, and the Democratic National Committee. Just Watch!"
Hillary,"My friend @jmpalmieri wrote a terrific book that everyone should read.  It’s smart, emotional, and true. See for yourself in this excerpt:
https://t.co/PNuht72Vmv"
Hillary,"""Let’s break every record that we’ve ever had for voting. Let’s make that the story of this election.” —Hillary https://t.co/tTgeqxNqYm"
Barry,Be thankful for your health—but be smart about your future. #GetCovered now: http://t.co/EqEIB9CHpy
Don,Gina is Great! https://t.co/TyLQ2W42y5
Hillary,"""Donald Trump doesn’t have anything to offer but anger, and grievance, and blame.” —@POTUS"
Hillary,.@FLOTUS watching you speak on @CNN in New Hampshire in tears. You are a true role model and leader.
Don,"Illegal immigration affects the lives of all Americans. Illegal Immigration hurts American workers, burdens American taxpayers, undermines public safety, and places enormous strain on local schools, hospitals and communities...
https://t.co/eN1IqPNBJY"
Don,"Florida, very important - get out and vote for Florida Congressional Candidate Michael Waltz (R). He has my Strong Endorsement!"
Don,"Great job by law enforcement in Aurora, Illinois. Heartfelt condolences to all of the victims and their families. America is with you!"
Barry,“I wasn't going to sit idly by and not do at least what I was authorized to do.” —President Obama #ImmigrationAction
Don,"I am in the White House waiting for the Democrats to come on over and make a deal on Border Security. From what I hear, they are spending so much time on Presidential Harassment that they have little time left for things like stopping crime and our military!"
Don,"China posts slowest economic numbers since 1990 due to U.S. trade tensions and new policies. Makes so much sense for China to finally do a Real Deal, and stop playing around!"
Don,"With all of the success that our Country is having, including the just released jobs numbers which are off the charts, the Fake News &amp; totally dishonest Media concerning me and my presidency has never been worse. Many have become crazed lunatics who have given up on the TRUTH!..."
Barry,Better hurry—the deadline to chip in is right around the corner: http://t.co/F464WKR1jH http://t.co/261B8rX8ks
Don,"Due to #HurricaneMichael, flights in your area could be delayed and possibly cancelled. Please continue to check the status of your flight with your airline. You can also check the status of major airports at https://t.co/TUgXxG0jZc. #FlySafe #TravelSafe https://t.co/GfBQTE5LF4"
