bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,yrs_old,assess_cd,price
4,2,1480,6324,1,3,72,4,278000
3,2.25,1800,43647,1,4,39,11,474900
2,1.75,2130,6574,1,3,69,12,450000
2,1,1270,5100,1,3,115,12,611000
2,2.5,1150,2064,2,3,11,2,214100
3,2.5,1840,5011,2,3,3,3,317000
4,3.5,3180,12528,2,4,36,11,1000000
5,2.75,1510,5700,2,4,69,3,1000000
4,2.5,3070,7200,2,3,10,10,525000
3,2.25,1800,6680,2,3,32,12,436000
3,1.75,1540,9154,1,3,32,4,450000
3,1.75,2330,14892,1,3,35,12,588500
4,1.75,1400,8374,1,3,62,7,340000
4,2.5,2846,85377,1.5,3,15,12,482000
4,3.5,5830,131116,2,3,10,9,1575000
3,2.5,3380,7126,2,3,50,12,749000
3,1.5,1440,7875,1,4,47,4,330000
3,2.5,1740,1279,3,3,7,8,568000
3,1.75,1470,8925,1,4,58,2,239000
3,2.5,2810,4932,2,3,12,12,528000
4,3,2090,5102,1,3,21,3,385000
4,3.25,4110,14219,2,4,36,11,825000
5,3.25,3230,5000,2,3,13,10,815000
4,2.5,2601,34335,2,3,20,5,625000
3,1.75,2070,6000,1,3,60,4,690000
3,1,1660,7440,1,3,58,10,210000
4,1,1590,4280,1.5,3,91,1,599000
3,1.75,1860,5584,1,3,64,1,860000
3,1,1420,9600,1,4,61,10,147200
3,1,1240,5758,1.5,4,105,1,476900
4,2.5,2500,36254,1,4,37,7,450000
4,2.5,2640,11816,2,3,16,10,570000
3,1,1440,3060,1.5,4,105,11,567500
5,3.25,3030,20446,2,3,39,3,790000
3,1.5,1820,12686,1,4,63,9,875000
3,2,2220,10275,2,3,35,11,490000
3,1.75,2430,9133,1,4,37,6,335000
3,1.75,1670,10798,1,4,53,7,550000
3,1.75,1180,10541,1,4,34,5,385000
3,1.75,1620,8085,1,3,39,6,395000
2,1,1030,5750,1,5,87,12,650000
4,2.75,2900,5803,2,3,8,2,637000
3,2.25,3420,9900,1,3,52,4,692500
3,1.75,1710,15844,1,4,51,9,322400
3,1.5,1580,10517,1,4,58,9,233500
3,2,1230,11413,1,3,31,12,400000
5,2.5,2200,4080,1.5,5,99,5,547000
5,2.25,2570,13054,1,3,65,7,519000
4,3.5,3320,19850,1,4,38,6,1025000
3,1,1090,6435,1,4,60,7,365000
5,2.75,2970,36817,2,4,37,10,699000
3,1.75,1970,8000,1,4,47,6,525000
4,3,3220,8936,2,3,25,3,430000
3,1,1600,7500,1,3,49,10,325000
2,1,670,6300,1,5,73,6,279000
4,1.75,2360,4750,2,5,104,11,805000
3,3,2150,3962,1.5,3,66,6,419950
2,1,620,4455,1,3,88,11,425000
4,1.75,1730,5922,2,5,66,6,446000
5,2,2500,7860,1,3,52,3,455000
3,1,990,4440,1,3,72,11,226550
3,2,1420,4080,1.5,5,111,4,764000
3,2.25,2170,15000,2,4,37,9,439950
4,2,1880,5100,1,3,63,8,453000
3,1,1300,9620,1,3,44,10,219950
3,1.5,2360,6750,2,5,89,8,702500
3,1.5,1780,12231,1,4,59,1,285000
2,2.25,2160,2578,3,3,10,2,798750
2,1,950,5316,1,3,67,2,320000
3,1.75,1680,14630,1.5,3,30,2,425000
4,2.5,2290,4450,2,3,11,3,540000
4,5.25,4140,14757,2,3,10,1,1060000
4,3.75,3920,4500,3,3,2,10,1165000
3,1.75,1500,13891,1,4,64,11,576000
3,1.75,1720,7200,1,3,38,12,525000
4,2.5,2641,8615,2,3,17,5,324950
3,2.5,2460,5400,1,4,14,8,464000
4,2.25,1995,7102,2,4,34,3,266000
3,2.5,3010,74390,2,3,17,8,775000
3,1.75,1270,4800,1,3,63,2,415000
4,2.75,3080,6731,2,3,12,5,550000
3,2.25,1670,7606,2,3,25,11,235000
3,2,1470,8089,1,3,28,3,280000
3,1.75,1730,7807,1,3,39,5,459000
3,1,1070,7615,1,4,46,12,195000
3,1.5,1660,8738,1,4,56,9,235000
4,2.25,2410,16650,1,4,50,5,711800
3,2.5,1040,1032,3,3,8,5,440000
2,1,970,3300,1,4,99,5,515000
5,2.75,2910,9480,1.5,3,76,3,1200000
3,1.75,2340,12443,1.5,4,50,7,560000
3,1.75,1880,11249,1,3,30,10,340000
2,1,1110,3500,1.5,3,103,12,600000
4,2.5,2790,7938,2,3,18,7,764000
4,2,1590,8779,1,3,14,11,337000
6,2.75,5700,20000,1,4,38,3,1385000
4,1,1200,7552,1,3,96,3,249000
3,3,3200,35782,1,3,37,3,350000
3,2.25,1510,6000,1,4,22,3,269950
3,1.75,1880,108900,1,3,37,1,735000
4,2.5,3070,4000,2,4,75,8,1295000
4,2.25,2110,7560,2,4,41,1,475000
3,2,2350,8459,1.5,3,26,4,339000
4,3.5,3270,15160,1,3,18,10,600000
4,1.75,2220,4760,1,3,97,1,397500
4,3.5,5990,111078,2,3,11,3,1525000
3,2,1760,9055,2,4,30,4,460000
4,2.75,2200,5207,1,5,64,5,370000
4,1,1550,7296,1.5,3,58,5,250000
4,3.75,5070,60123,2,3,15,8,1100000
2,2.25,1040,1516,2,3,7,10,430000
3,1.5,2560,4000,1.5,5,88,12,1085000
3,1.75,1850,8160,1,3,63,1,670000
3,1.5,2090,11895,1,3,61,6,461550
3,2.5,2010,2386,2,3,1,7,479990
4,2.5,2518,4663,2,3,10,5,643000
3,2.75,2810,12813,2,3,27,10,607000
3,2.5,2600,10092,1,3,31,9,625000
3,2.5,2060,8778,1,3,62,12,731100
3,2.5,2920,434728,2,4,16,4,859000
4,2.5,2130,10375,2,4,29,1,435000
3,3,2290,15600,1,3,67,11,465000
3,1,1230,6380,1.5,3,88,4,740000
3,1.75,2020,9478,1,4,54,12,740000
3,2,1430,7280,1,3,35,12,250000
2,2.5,2270,1763,3,3,6,12,656000
4,2.5,1910,8058,2,3,23,8,300000
3,1.5,1780,214315,1,3,61,10,643000
4,2.5,2690,6124,2,3,8,5,311000
3,1.75,1330,7482,1,4,40,2,360000
4,2.5,3060,10043,1,4,47,11,475000
3,3.25,1760,1778,3,3,7,8,469950
3,1.75,1570,8750,1,3,55,6,240000
2,1,960,8100,1,3,79,2,232000
3,2,1680,81893,1,3,24,3,350000
2,1,1440,33747,1.5,3,87,12,803000
3,2.25,1960,7000,1,3,35,10,355000
4,2,1790,2250,1,4,106,3,475000
3,2.5,2560,9825,2,4,27,9,823000
2,1.5,1010,3060,1,4,97,6,395000
4,3.75,2560,5250,2,3,52,5,499000
2,1.75,1200,3136,1,3,111,5,420000
3,2.5,3910,14000,2,3,16,10,961500
4,1.75,2260,12238,1,3,48,11,833000
3,2.25,2110,11319,2,4,37,8,479000
4,2.5,3340,10422,2,3,19,2,1150000
3,1,1400,8100,1.5,3,71,11,267000
4,1.75,1760,94525,1.5,3,27,5,555000
3,2.5,2010,9725,2,4,28,12,490000
4,2,2300,3400,1.5,5,100,7,619000
5,2.75,2510,28185,1,4,52,1,569950
3,2,1340,3000,2,5,110,3,549000
3,1.75,1560,7245,1.5,3,53,4,422500
4,3.5,3350,9681,1,3,35,4,400000
4,2.75,3710,7984,2,3,16,8,692500
4,2.5,2430,5499,2,3,13,8,310000
3,1.75,2430,8820,1,3,38,7,499900
3,2.25,2100,7335,2,3,32,6,492000
2,2.5,1880,40575,1,3,28,3,460000
3,2.5,1630,2640,2,5,96,4,800000
4,1,1640,4200,1.5,3,90,5,832600
4,2.75,2310,7350,1,3,26,9,470000
2,2,1930,4500,1,3,12,10,542000
4,4.5,4750,13912,2,3,10,11,1309500
4,2.5,2300,7500,1,2,56,5,308130
2,1,1050,2699,1,3,10,10,310000
2,1,1500,8015,1,3,68,7,235000
3,1,1150,7560,1,4,57,5,215000
4,1.5,1920,10403,1,3,56,12,210000
4,2.75,3660,150282,2,3,25,1,730000
3,1.75,1720,9342,1,4,34,5,245000
3,2.25,2100,20018,1,3,67,8,540000
4,2.5,2400,6078,2,3,14,11,299000
3,2.5,2540,40106,2,3,24,5,510000
4,1.75,2080,7200,1,4,49,4,198000
5,3.25,3400,7452,2,3,16,4,950000
4,1.75,2200,7600,2,3,37,6,300000
5,1.75,2140,8580,1,3,53,2,528000
5,3.25,3850,16249,2,3,13,9,507000
4,3.25,4270,6384,2,3,14,2,770000
3,1.75,1340,7210,1,4,40,9,255000
1,1.5,1100,3451,1.5,4,37,1,220000
5,2.75,2870,5349,2,3,10,5,690700
2,1,1320,8380,1,3,62,1,447000
6,2,2150,4505,1,3,63,12,755000
4,1.5,2470,6000,1.5,3,75,7,700000
4,2.75,1910,7700,1,4,35,10,250000
3,2.5,2130,6969,2,3,12,1,320000
4,2.5,2240,14667,2,4,26,1,565000
5,2.75,1800,4500,2,4,76,9,754300
3,1.5,2160,9000,1,4,66,4,650000
4,2.5,3140,8455,2,3,12,5,529888
3,2.5,1920,9812,2,3,15,12,432000
3,1,1050,7670,1.5,5,60,2,235000
4,3.5,3695,6556,2,3,1,3,994900
4,2.5,3910,8442,2,3,15,4,489000
4,2.75,3010,7427,2,3,5,9,800000
4,1.5,1370,9957,1,3,43,4,370000
4,2.75,2080,9600,1,3,36,6,436000
3,2.5,2250,3757,2,3,9,5,395000
5,1.75,2120,8399,1,4,73,1,377691
5,3,2220,5185,2,3,12,10,370000
3,2.5,1440,4394,1,5,28,12,515000
3,1,910,7686,1,3,46,9,169000
3,1,1270,4268,1,3,94,7,475000
3,2.5,2480,6180,2,3,16,8,420000
6,2.75,2630,9420,2,5,115,1,1297000
3,2,2410,13300,2,3,30,6,822000
4,2.75,2930,25697,1,4,51,2,1500000
3,2.25,1570,6810,1,3,27,5,485000
4,1,1900,8505,1,3,59,6,270000
6,2.5,2590,11250,1,4,37,4,300000
4,2.5,3810,7728,2,3,8,12,878000
3,2.5,2290,4203,2,3,14,9,590000
1,2.25,1220,2100,2,4,69,12,611900
3,1.75,1100,7373,1,4,47,1,240000
4,2.5,2810,10951,2,3,12,8,395000
3,1,890,7110,1,3,58,5,169000
3,2,1280,14972,1,3,52,2,200500
3,2.5,2320,7140,2,3,25,9,308000
3,2.25,1720,7885,2,3,32,11,290256
3,1.75,1530,8800,1,4,48,8,279950
3,1.75,1580,7875,1,3,36,1,195000
3,1,1360,13000,1,5,70,3,630000
4,3,2680,15438,2,3,113,9,1160000
3,2.25,1640,3896,2,3,21,12,478000
3,2.25,2520,6690,2,5,71,5,835000
3,2.25,1400,2421,2,3,10,1,639000
4,2.75,2300,12633,2,3,31,3,623000
3,1.75,1900,7680,1,3,56,8,220000
3,2.25,2000,18099,1,4,37,12,526000
2,1,900,5016,1,3,67,11,243500
4,2.5,2980,4930,2,3,15,10,750000
4,2,1850,9126,1,5,52,1,329000
4,1,1570,4000,1.5,3,95,7,525000
2,1,670,3101,1,4,67,1,190000
4,2.5,2660,10800,1,3,60,11,772650
3,2.5,2110,4038,2,4,26,9,355000
3,1.75,1970,54450,1,3,35,10,650000
3,2.75,1210,3600,1.5,5,105,6,678500
4,2.5,2670,11877,2,3,19,5,669950
3,2.25,3000,18450,1,3,32,3,850000
3,2.75,2200,3885,2,3,13,2,572000
3,1.75,1540,13002,1,2,31,10,492450
3,1.75,2080,11866,1,3,55,10,813000
3,2,1780,9732,1,3,48,3,710000
3,1.5,1960,2400,2,3,104,4,792500
5,1.5,1690,7725,1.5,4,54,6,285900
3,2,2080,12972,1,4,34,4,389000
3,2.25,2070,2833,2,3,49,9,675000
2,0.75,760,33801,1,4,84,11,352000
4,3.25,4020,11588,2,3,15,1,1050000
4,1.75,3620,10400,1,4,50,1,768500
4,2,2330,7778,1,3,54,1,500000
3,2.5,1460,8800,1,4,59,5,685000
4,2.75,2250,5700,1,3,64,4,648475
6,5,2850,6600,2,3,21,2,655000
4,2.75,2640,4000,2,5,90,5,895000
3,1,1310,9554,1,3,53,5,195000
4,2.5,2720,7350,2,3,26,5,368000
4,3.5,3430,13609,2,3,14,12,997000
3,2.75,1990,19991,1,3,38,8,335000
3,2,1170,7258,1,3,31,5,250000
3,1.75,1390,8980,1,4,30,5,278500
4,1.5,1540,7300,2,3,42,10,260000
2,1,760,6141,1,2,95,3,162500
4,1,1280,8316,1,3,65,11,239000
4,2.5,2990,5122,2,3,11,9,600000
4,2.25,1770,7778,2,3,17,8,350000
5,3.75,3830,8131,2,3,10,4,852500
3,2.5,2870,5490,2,3,7,8,485000
3,1,1520,8320,1,3,62,10,299000
2,1,660,6509,1,4,63,10,227450
3,1,1800,5612,1,4,73,4,383000
2,3.25,3570,392475,1,3,17,12,835000
5,1.5,3050,2992,1.5,4,84,4,760000
2,1,820,3000,1,4,91,6,532500
3,2.5,3610,26359,1,3,17,1,635000
3,2,1490,3072,1,5,103,5,438500
3,2.5,1560,9361,1.5,4,79,5,545500
3,1.75,1660,9549,1,3,59,7,675000
3,1.75,1180,4080,1,4,87,11,450000
3,1,960,10815,1,5,115,8,199999
3,1.5,1630,16170,1,3,27,5,375000
4,2.25,2260,43847,2,3,33,9,600000
3,1.5,1520,7123,1,4,56,4,292600
5,2.75,3050,8904,1,4,59,7,1038000
3,1,1000,4959,1,3,70,2,610000
4,2.5,2650,9451,2,4,22,8,397450
3,2.25,1750,15528,1,3,52,11,382000
3,2.25,1770,7667,1,3,49,9,370000
3,2.25,1770,7667,1,3,49,9,520000
2,1,770,7906,1,4,67,6,260000
4,2.5,3370,7200,2,3,1,5,890000
5,2,2130,8412,1,3,69,3,344000
3,1,1050,8498,1,3,57,8,205000
5,2.5,2803,8550,1,3,52,9,379000
3,2,2080,12094,2,4,33,2,424240
3,2,2080,12094,2,4,33,6,589950
4,1.75,2120,4650,1,3,64,10,582000
3,2.5,2550,7709,2,3,26,9,349000
3,1,1290,12005,1,4,49,6,658000
5,2.75,1790,5000,1.5,4,100,1,294000
5,3.5,2720,7598,2,3,22,10,690000
3,1,1040,5000,1.5,3,103,7,600000
3,1,840,5200,1,3,46,5,199990
3,1.75,1650,8850,1,3,56,1,220000
4,2.25,2080,15750,1,3,39,11,440000
4,2.5,1540,1994,2,3,1,10,439990
4,2.5,3880,7208,2,3,9,7,815000
4,2.25,1860,3766,2,3,20,4,535000
3,1.75,1280,10016,1,4,40,11,215000
3,2.5,3200,35012,1.5,3,50,5,605000
3,2.5,2200,7278,2,3,25,7,349900
3,1,1570,5510,1,4,75,7,495000
3,2.5,2074,4900,2,3,18,4,515100
4,2.5,2450,55387,2,3,21,12,620000
4,2.25,2520,10370,2,3,35,8,657500
5,1.75,2190,8250,1,3,52,8,250000
5,1.75,2190,8250,1,3,52,11,385000
3,1.5,2320,7500,1,3,39,10,307000
3,2.5,1370,9253,1,3,21,7,288000
3,1.75,1730,7200,1.5,4,71,7,226450
3,2.5,1640,6991,1,3,48,1,390000
3,1,1300,10236,1,4,44,1,350000
3,1.5,1560,7884,1,3,46,2,368000
2,1,1120,4284,1,3,94,9,469000
3,2.25,2670,150270,2,3,30,9,865000
5,2.5,3810,15916,1.5,5,48,12,515000
3,1.75,1440,8560,1,4,36,12,410000
4,1,1200,43560,1,3,47,11,210000
3,1.75,1520,7700,1,3,46,6,460000
4,2.5,2500,9654,1,3,36,6,241500
4,2.25,2010,19000,2,4,40,6,322200
4,1,1210,6000,1.5,3,72,12,279000
2,1,1100,27007,1,4,72,5,303000
3,1.5,1050,6615,1,4,65,10,420000
3,1.75,2120,18335,1,3,54,12,249000
3,1,1240,8840,1,3,63,3,294950
4,3.5,3460,3997,2,3,11,12,1315000
3,1.75,1270,4800,1,3,62,3,335000
4,2.25,2980,8051,1.5,4,80,10,1155000
2,1,1250,3708,1.5,3,89,4,520000
4,1.75,1740,8800,1,4,50,9,560000
4,1.5,1730,7464,2,4,56,2,243400
3,2,1240,14404,1,3,27,3,405000
2,1,1670,14695,1.5,5,85,9,495000
4,2.5,2140,7095,2,3,23,11,350000
5,2.75,2530,7601,1,3,23,11,368500
2,1,960,8236,1,2,67,6,99000
4,3.75,4130,12320,2,3,14,1,1070000
4,1.75,1710,7724,1,3,32,5,430000
3,1.5,1490,8475,1,4,52,6,412500
4,3.25,4750,62365,2,3,27,10,1122500
4,2.5,3400,35062,2,4,27,10,915000
3,2.5,2210,7620,2,3,21,1,535000
3,1.5,1650,8676,1,4,36,5,390000
3,1.5,1260,3135,1,4,71,7,499000
3,1,1960,7955,1,4,52,4,375000
4,2.5,1800,7620,2,3,20,6,349000
3,2.25,1940,7482,1,4,51,11,635000
4,2.75,2820,8009,2,3,14,10,682000
4,2.25,2820,16770,1,4,49,10,321027
2,1,720,4120,1,5,100,2,150000
3,1.75,1640,17583,1,3,46,9,410000
3,2,1560,4080,2,3,92,9,449950
6,2.5,1560,7144,1,3,102,2,194990
4,1.75,1910,8775,1,3,59,2,475000
5,1.75,1570,3000,2,4,107,5,530000
4,2.5,2038,7643,2,3,4,5,319950
3,2.25,1720,9435,1,4,37,9,210000
3,2.75,1670,3330,1.5,4,90,4,485000
4,2.75,2830,10240,2,4,17,12,774000
4,2,1690,8208,1,4,57,4,478000
4,2.5,1620,5280,2,4,91,3,385000
4,2.5,2360,43017,2,3,26,9,595000
3,1.5,1480,7117,1,3,55,7,285000
4,2.5,2700,4004,2,3,11,8,723000
3,1.5,1780,16000,1,2,55,9,279000
3,1.5,1430,7560,1,5,57,7,195000
2,1,2160,2192,1,5,90,10,625000
3,1.75,1800,9314,2,3,36,10,270000
2,2,1930,5520,1,3,9,4,559000
4,2.25,1960,14834,1,4,39,10,474000
4,2.5,1920,7345,2,3,23,8,303500
3,1.75,1470,8645,1,3,66,1,350000
5,3,2980,10064,1,3,75,10,367500
5,3,2980,10064,1,3,75,4,595000
3,2,2360,118483,1,3,34,6,589000
3,1.75,1790,87213,1,4,41,8,585000
3,2.25,2130,8801,1,3,39,4,482975
4,2.5,2030,4499,2,3,12,8,365500
4,2,1790,7800,1,5,43,1,570000
3,2.5,2260,8040,2,3,25,5,335000
4,2,2350,4815,1.5,4,101,12,767500
3,2.5,1690,1613,2,3,1,12,386591
3,1,1320,5750,1.5,3,102,7,279000
4,2.5,2690,32780,2,3,17,2,620000
4,2.25,2810,23400,1,3,57,1,407000
3,2.5,2280,213879,2,3,21,9,364250
4,2.5,2870,9292,2,3,36,11,399000
3,2.5,3030,30007,1.5,4,23,3,766950
4,2.75,2940,4232,2,3,11,1,710000
3,1,1190,4120,1,3,86,11,320000
3,2.5,1800,3253,2,3,14,5,300000
3,1.75,1580,9187,1,3,22,5,263000
3,2.5,1730,4408,2,3,19,11,445000
3,2,1910,9001,1,4,58,1,554000
2,1.75,1000,5100,1,3,109,3,335000
4,2.75,2520,6964,1,4,28,2,307000
3,1,1420,8160,1,3,68,10,404000
4,3.5,3080,5250,2,3,12,12,775000
3,1,1060,9126,1,5,59,12,220000
4,2.5,2160,9750,2,3,32,8,518000
4,3.5,4060,9486,2,3,10,5,1600000
1,2.25,1940,2550,2,4,36,7,315000
4,2.5,2250,11349,2,3,24,9,572650
2,1,1620,9205,1,5,94,5,350000
2,1,920,5850,1,4,115,3,285000
3,2.5,1370,7247,2,3,20,4,231000
3,1,920,5200,1,4,46,1,179000
3,1.5,1360,9625,1,3,52,1,244000
3,1.5,1630,11662,1,3,72,7,185850
6,2.5,3610,12033,2,3,45,9,610000
4,2.5,3010,9155,2,3,10,3,419000
3,1.75,2320,6400,1,4,58,7,779000
5,3,3290,14134,1,3,11,5,695000
3,2.5,2040,7580,2,3,17,1,319900
3,2.75,1920,7700,1,4,37,12,329000
3,2.5,2120,4512,2,3,27,1,475226
3,2.5,2170,5000,2,3,12,7,638000
2,1.5,1330,15873,1,3,31,6,440000
3,2,1580,5080,1,4,73,10,214000
3,2.75,3580,14217,2,4,26,8,600000
4,2,2580,4500,2,4,110,1,935000
4,1.75,1930,10210,1.5,3,74,6,630000
3,2.5,2120,4780,2,3,11,1,575000
3,2.5,1990,20466,1.5,4,28,1,345000
4,1.75,1310,9690,1,4,48,8,323000
3,2.5,2670,13218,1,4,27,12,425000
2,2.25,1910,108900,1,4,43,5,411000
4,1.5,1530,9000,1,4,39,2,299800
6,1.75,2920,5000,2.5,4,107,9,823000
3,1,1010,8108,1,3,60,2,200000
4,1.75,2450,13300,1,4,28,11,760000
4,2.5,1820,3899,2,3,16,3,359950
4,2.5,2090,8325,1,4,32,8,375000
2,1.75,2200,89298,1,3,42,11,295000
4,3,2250,7882,2,3,29,1,250000
3,2.25,1450,1387,3,3,15,8,497000
4,2.5,2280,8798,2,4,28,1,520000
4,3.5,2720,6781,2,3,16,1,365000
3,2.25,2250,8000,1,3,39,1,459900
3,2,1090,6090,1,3,75,12,158000
3,2,1970,9600,1,4,48,5,294700
4,2.25,2780,15075,2,3,30,12,439950
4,2.25,2290,40946,1,4,55,11,899000
3,1.75,2330,12141,1,3,32,3,535000
4,4.5,4060,10800,2,3,8,8,530000
4,2,1470,7000,1,4,48,5,215000
2,1,1620,5400,1,3,89,5,290000
5,2.75,3220,5934,2,3,9,3,798000
4,2.5,3270,9578,2,3,22,2,785000
3,1.75,2160,8565,1,3,44,6,433000
2,1,1150,6835,1,3,93,12,425000
4,2.5,2240,7540,1,3,53,3,654000
3,1.5,1280,5065,2,4,32,12,215000
3,1,840,6540,1,3,45,5,232000
3,1.75,1680,10500,1,4,56,12,675000
5,2.75,2330,8000,1,4,43,12,665000
4,2.5,3030,29163,2,3,17,2,835000
6,3,2880,7560,2,3,35,7,525000
3,2.75,2910,3094,2,5,76,10,780000
4,3.25,3090,67518,2,3,27,1,844000
4,2.75,2720,54048,2,3,30,1,680000
3,1.5,1310,8100,1,3,50,5,290000
2,1,1790,15783,1,4,56,4,560000
3,2.5,2830,6536,2,3,26,4,605500
4,2.5,3150,5979,2,3,10,12,762500
5,3.25,3930,5500,2,3,1,2,1740000
6,2.75,2840,8346,1,5,54,6,665000
5,1,2480,4400,1.5,3,96,8,540000
3,2.5,1930,6180,1,3,54,8,375000
3,1,1260,6826,1,3,71,4,342000
3,1,670,23522,1,4,47,12,340000
5,3.25,3930,12719,2,4,41,9,1250000
4,2.5,3160,13063,2,3,16,11,693000
4,1.75,1770,12462,1,4,53,4,638500
5,3,2240,18265,2,4,52,6,805000
3,1,990,8062,1,4,55,4,250000
3,2.5,1580,4698,2,3,17,12,325000
4,1.75,1560,4290,2,3,21,12,270000
6,2.5,2640,3680,2,5,93,5,880000
2,1.75,2120,6350,1,4,91,12,300000
2,1,1200,8750,1,3,67,9,290000
3,1,1460,5825,1,5,73,11,259950
4,3.25,4890,13402,2,3,11,5,1780000
3,1,1580,5250,1,5,61,6,299950
3,2.25,2100,43560,1,4,38,7,483000
3,2.25,2060,8640,1,4,49,3,890000
3,2.5,1690,4500,1.5,4,87,3,719000
4,3,3370,100681,1,5,38,6,785000
3,2.5,2330,3995,2,3,9,9,660000
4,1.75,1820,8118,1,4,35,7,264000
3,1.75,1890,11141,1,4,47,2,575000
4,3.75,3820,53574,1,3,21,10,1215000
3,2.5,2770,98881,2,3,24,9,475000
4,3.5,3020,12750,2,3,25,1,845800
3,1.75,1170,8182,1,3,53,11,352500
3,1,1270,8400,1,3,60,5,347000
4,2.75,1950,6192,2,3,23,12,560000
4,2.75,2230,50094,1,4,38,2,323000
3,1.75,2220,22081,1.5,4,93,10,595000
4,2,2060,6400,1,3,38,2,257500
3,1,1100,4600,1,3,98,3,450000
4,1,1140,7208,1,3,45,2,410000
3,1.75,1980,13503,1,4,63,3,810000
5,3,2480,10090,1,3,11,12,372500
3,1,1050,9083,1,3,64,2,325000
3,1,1260,7660,1,3,68,6,280000
3,2,1680,19978,1,3,67,7,258000
4,1,1360,5900,1.5,4,66,1,329950
4,2.5,2450,12987,1,4,35,3,836000
5,2.5,2260,7040,2,3,16,4,365000
2,1,1060,6000,1,4,107,5,111300
4,2.5,3720,105850,2,4,31,8,864000
3,1.75,1610,8613,1,5,53,5,725000
4,2.5,3350,6605,2,3,25,5,550000
2,1,790,7500,1,3,64,12,130000
2,1.75,1660,4000,1,3,75,10,765000
3,1.5,1420,7480,1,4,52,9,255000
3,2.5,2050,40003,1,4,38,8,439500
3,1.75,1250,5546,1,4,28,9,268000
3,1.75,1700,8534,1,4,62,6,985000
4,2.5,2660,8469,2,3,21,8,751305
3,1,1350,7553,1.5,3,101,4,280000
4,2,1810,8750,1,2,48,6,304000
4,2.75,2210,13235,2,3,27,6,200000
3,1.5,2120,41325,1,4,42,3,325000
3,2.25,2470,11603,2,3,27,2,736000
4,2.5,2700,6515,2,3,17,4,426500
2,1.75,1760,4400,1,4,85,12,640000
5,2,1930,6120,1.5,3,74,12,230000
4,1,1680,5043,1.5,4,104,2,366350
2,1,1390,8336,1,4,69,2,365000
4,2.25,2240,8322,2,3,36,2,482000
4,1,1980,7991,1.5,3,53,5,345000
3,1.75,1830,5120,1.5,5,112,3,682000
3,1.75,980,6002,1,4,73,9,657500
6,2.5,3550,6533,2,3,90,6,895000
3,1.5,1660,5665,1,5,97,3,425000
4,2.5,2490,8750,2,3,39,11,532500
4,2.5,2329,9436,2,3,20,1,540000
3,2.25,1790,9580,2,3,31,11,578000
3,3,2830,6041,2,3,100,7,1086000
3,1,1160,9750,1,3,47,12,322500
3,1,1000,10560,1,3,60,8,140000
3,2.5,2540,51836,1,4,39,4,485000
2,1.5,1750,19709,1.5,4,37,12,575000
3,2.5,2890,21780,2,3,15,12,421000
4,2,1870,3497,1,3,61,5,355000
4,2.25,2200,6967,2,3,29,6,515000
3,1,1300,7200,1,4,63,5,309000
5,2.25,3410,35536,2,3,41,9,815000
3,1,1160,7875,1,3,62,7,285000
3,1.75,2100,5000,1.5,3,99,6,700000
3,2.5,1490,8628,2,3,21,5,289000
4,3,3280,62726,1.5,3,36,7,458000
3,1.75,1450,8378,1,4,37,7,230000
3,2.5,1930,7120,1,4,54,8,432500
3,1.75,1660,10440,1,3,37,12,288000
3,1.75,1260,12330,1,3,47,4,354000
3,1,1170,11000,1,2,35,9,119500
4,3,3350,23781,1,4,36,7,805000
3,2.5,1420,2581,3,3,11,12,435000
3,1.75,2170,10018,1,4,37,4,260000
4,1.75,1800,8385,1,5,65,11,377000
4,2.5,2000,7376,2,3,25,12,602000
3,1.75,1660,4800,1,3,74,4,530000
4,2,1540,3740,1,4,69,3,525000
2,1.5,1160,1086,2,3,9,9,250000
3,1,1700,6356,1.5,3,108,4,681000
3,1.75,1580,20588,1,3,45,9,625000
3,2.5,2080,3920,2,3,5,8,448500
3,2,1030,7260,1,3,68,8,260000
3,1.75,1770,8050,1,4,52,4,538000
3,2,1540,7947,1,3,54,10,385500
4,2.5,2650,6000,2,3,15,5,428400
4,2.75,2690,9240,2,3,17,7,346290
4,2.75,2210,8430,2,3,16,5,587000
4,2.5,2390,6775,2,3,12,4,355000
5,2.75,2580,7865,1,4,51,3,650000
4,2.5,2160,5455,2,3,12,12,340000
4,2.5,2230,8624,1,4,46,7,565000
4,2,2000,5000,1.5,5,90,5,630000
3,1,1280,7198,1,5,99,12,227000
4,2.75,2810,17674,1,4,37,2,600000
4,1.75,1680,6758,1,3,41,1,540400
3,2.5,2150,8060,2,3,20,9,569000
3,2.5,2820,8159,2,3,11,5,735000
3,2.25,1750,9353,1,3,28,8,434000
2,2,1060,4000,1,2,101,7,578888
4,2.75,2430,20720,1,3,48,11,465425
4,2.75,2660,7754,1.5,3,29,5,280500
2,2,1670,3507,1,3,8,8,539950
3,2,1380,15426,1,4,47,6,406430
4,3.75,4160,35000,2,3,24,1,1150000
3,2.5,1790,6191,2,3,23,11,250000
3,2.5,1940,8547,1,3,26,3,266000
3,2,1390,7200,1,3,19,1,258000
3,2,2200,21890,1,3,54,6,472000
3,2.25,1264,1536,2,3,12,10,530000
2,1,1095,5120,1.5,3,114,3,302282
2,1,850,6213,1,3,99,1,370000
4,2,1760,5307,1.5,4,67,3,625000
1,1,690,6825,1,4,98,3,142500
